고객번호,성별,나이,가입일자
CST202004206346,Female,40,2023-09-27 00:34:29.553469440
CST2022121920299,Male,39,2023-07-13 18:44:25.178721792
CST2020021036999,Male,40,2023-11-17 02:28:05.475702272
CST2021011321985,Female,41,2022-12-19 11:16:12.069185024
CST2020100126776,Female,38,2022-04-26 21:38:09.024733696
CST2022080918475,Female,39,2022-01-05 03:14:19.022398208
CST2022031139190,Female,34,2023-01-12 18:21:43.709320960
CST2022012910853,Male,37,2024-01-29 17:51:07.322996992
CST2020082624148,Male,43,2023-07-11 12:44:31.606125056
CST2022122022644,Female,40,2022-05-20 00:23:06.378569984
CST2021010727610,Male,40,2022-10-27 20:11:48.434308096
CST2022092144553,Female,35,2023-09-17 18:20:41.180348672
CST202105025671,Female,35,2024-05-22 02:30:40.743183104
CST2020121243915,Female,34,2024-03-19 23:50:03.363464192
CST2020062122596,Female,31,2023-08-19 13:10:25.026364928
CST2021030345838,Female,37,2022-07-25 18:08:20.491976960
CST2022061220604,Female,37,2024-03-30 00:22:05.833231104
CST2022021435895,Female,39,2024-05-17 07:38:13.216831232
CST2022010534349,Female,43,2024-05-06 12:25:25.408047104
CST2021100713468,Male,36,2023-06-18 08:05:11.846142208
CST2020082517872,Female,43,2024-03-31 18:10:59.763352832
CST2022042020418,Female,40,2024-01-18 04:21:39.738035200
CST2022012142006,Male,44,2023-08-07 01:59:45.067285248
CST2021093037619,Male,34,2024-07-14 02:55:05.664575232
CST2021021315079,Male,43,2022-08-19 03:31:26.037819392
CST2020112347303,Female,36,2023-08-11 22:41:04.020279296
CST2020080130772,Female,35,2022-01-25 22:04:00.455787776
CST2020121221407,Female,38,2023-03-01 17:02:24.136039424
CST2020121438728,Female,35,2024-02-25 06:58:08.905046016
CST2021080834134,Male,40,2022-08-10 10:16:06.959031552
CST2022111445718,Female,42,2023-12-10 01:28:16.382404352
CST2021010814339,Female,40,2023-12-19 04:37:23.408299520
CST202104275029,Female,38,2023-08-21 20:22:36.394555904
CST2020071645390,Female,43,2024-04-21 15:30:55.644615936
CST2021052241310,Male,40,2023-02-28 06:08:07.850111488
CST202101121052,Female,38,2022-07-16 16:06:46.624808448
CST2021102747213,Female,38,2023-09-06 18:16:56.664932352
CST2022021624662,Female,35,2024-06-12 15:21:07.436511488
CST202209132806,Female,35,2023-08-17 13:32:17.264945152
CST2021050616316,Female,37,2024-04-07 16:35:17.272026624
CST2020020137006,Female,34,2024-03-26 18:18:46.281341696
CST202205284830,Female,34,2022-01-06 16:27:07.200820736
CST2021090933614,Male,35,2022-03-14 21:53:29.740604160
CST202207069559,Male,43,2023-06-05 05:27:13.644535552
CST2021031910558,Male,35,2024-03-16 22:50:31.501184512
CST2020011810319,Male,42,2022-12-28 08:21:08.737388800
CST2020032236536,Female,36,2024-04-17 08:07:38.998896128
CST202208209711,Female,39,2022-11-28 18:14:27.658952192
CST202008160830,Female,35,2023-01-28 15:22:25.658621952
CST2021120232549,Male,39,2022-11-01 21:06:54.549145856
CST202210303512,Male,47,2023-02-21 04:07:19.038812672
CST2021091343204,Male,36,2023-03-09 03:53:17.633309952
CST202107033904,Female,37,2023-03-29 20:22:44.606407680
CST2021090916338,Male,34,2022-09-27 03:12:30.146049536
CST2022072118696,Female,43,2022-12-29 18:50:00.149171712
CST2022091636695,Female,43,2023-07-24 03:26:43.083562496
CST2021093018352,Female,35,2022-01-09 04:03:23.330613248
CST2020113032826,Female,38,2023-05-31 15:22:02.596782848
CST202101266828,Female,40,2022-01-18 05:48:20.209942016
CST202005222258,Female,39,2023-07-27 01:47:21.239066368
CST202207110644,Female,35,2022-12-23 13:17:39.143193600
CST2021090528156,Female,35,2023-03-13 11:48:25.598279936
CST2020020544659,Male,34,2024-02-03 08:41:05.501916416
CST2021051824797,Female,42,2023-09-26 06:09:34.072436480
CST2022031231660,Female,41,2024-05-26 07:20:31.611010560
CST2021052849964,Male,45,2022-08-20 21:36:32.965265152
CST2022042521290,Male,35,2023-01-10 09:25:16.785165568
CST2020091838158,Female,40,2022-07-29 07:22:18.648810240
CST2022041240690,Female,39,2022-06-20 00:28:40.937231104
CST202207247331,Female,40,2023-09-21 10:15:22.312016896
CST2021082726087,Female,41,2023-09-12 02:09:37.581159168
CST2020022344975,Female,51,2023-04-09 08:16:03.022740736
CST2021050416367,Male,51,2022-05-19 00:25:11.418598400
CST2020032525528,Female,40,2023-06-19 07:35:45.726649344
CST202008292532,Male,45,2023-04-25 15:36:51.000994560
CST2020033023682,Male,35,2023-06-20 17:17:43.669070848
CST2022041946997,Male,38,2023-02-27 17:55:05.188780800
CST2020081514945,Female,35,2022-03-19 02:55:15.806317568
CST202205026212,Male,39,2023-01-23 02:16:19.837243648
CST2021051148177,Female,41,2022-10-25 01:43:00.384563968
CST2020121235737,Female,47,2022-09-11 22:57:33.011471872
CST2021090744656,Female,35,2023-09-17 05:41:43.882678784
CST2021111811558,Female,44,2023-09-24 17:56:08.819491072
CST2022111333512,Male,37,2024-07-06 04:03:53.531631104
CST2020042046206,Female,36,2023-08-21 20:18:30.686107392
CST202010229705,Female,38,2022-10-08 09:27:21.578260224
CST2021100233020,Female,46,2023-05-18 18:55:51.838132992
CST2020073146461,Female,31,2023-08-21 18:44:37.009090048
CST2021091428247,Female,40,2023-01-22 14:56:07.146222336
CST2021061929772,Male,43,2023-08-25 00:37:23.534123776
CST202107177734,Female,35,2024-02-11 03:49:06.335623680
CST2022091340917,Female,41,2023-08-18 05:09:09.724084736
CST2022081843545,Female,36,2022-06-10 12:38:06.454308864
CST202206294464,Female,46,2022-11-01 22:22:15.398971392
CST2020040313071,Female,34,2024-06-26 08:51:30.949959168
CST202011252022,Female,41,2022-12-07 19:37:25.874701056
CST2020110334854,Male,37,2024-02-22 00:41:11.159932672
CST2022032645935,Female,38,2022-05-13 04:00:36.906254592
CST2020101729963,Female,37,2024-07-16 22:58:50.247177728
CST2022051514538,Female,43,2022-07-19 03:36:18.399206144
CST202211115271,Male,39,2024-06-24 14:43:11.341341696
CST2022031046138,Female,33,2022-02-16 19:28:18.587620352
CST2022112131921,Female,40,2023-06-28 05:09:03.885807872
CST2022111130288,Male,40,2022-06-18 07:23:19.772374272
CST202106204211,Female,43,2023-08-31 23:55:12.422916864
CST2022020236737,Female,40,2024-04-27 02:05:19.054004224
CST2022052938786,Female,33,2022-10-08 21:45:14.020718336
CST2021112716921,Female,43,2023-01-15 02:50:14.378165760
CST202010089458,Female,43,2022-02-13 20:25:35.311616000
CST2020022214285,Female,41,2023-06-27 07:05:46.419645440
CST2020072428810,Female,40,2023-07-23 08:20:08.110165760
CST2021111910293,Female,40,2023-08-06 03:33:27.965274368
CST202003053252,Female,43,2024-05-10 20:22:32.288356096
CST2020082733918,Male,44,2022-03-29 04:46:10.826504192
CST2022071539622,Male,41,2023-03-20 20:29:27.554317056
CST202207022807,Male,41,2022-10-07 07:21:04.182236416
CST202008222595,Female,39,2022-08-18 08:06:47.211879680
CST2022121031976,Female,48,2022-11-13 15:12:23.531536640
CST2020021713959,Female,31,2024-06-03 04:27:13.818838784
CST2022060530569,Female,36,2022-08-26 07:22:11.647710976
CST2021081318798,Male,35,2022-03-21 19:27:25.534435072
CST2022020139014,Female,47,2023-01-23 06:11:54.588709632
CST2021113010509,Female,38,2022-09-09 08:56:27.517967104
CST2022121746057,Female,31,2022-10-01 20:11:16.218934528
CST202008256964,Female,35,2023-03-03 14:55:10.917053440
CST2022052512857,Female,41,2024-02-08 00:45:25.515439616
CST2021102328339,Female,39,2024-02-26 18:40:28.837946624
CST2022063036119,Female,38,2023-04-01 08:37:47.247431424
CST2022070339347,Male,39,2024-02-29 10:19:57.610166784
CST202106280894,Female,43,2022-06-06 05:19:39.362745344
CST2021020347431,Male,42,2022-09-09 04:15:23.708741632
CST2022012527473,Male,35,2022-05-31 15:40:03.691471104
CST2022050437611,Female,40,2024-05-17 16:21:22.670119424
CST2021123041298,Male,45,2023-12-14 19:36:00.078392320
CST2020062718371,Female,39,2023-12-25 12:56:12.124776960
CST202201272058,Male,36,2023-10-09 18:36:14.326437120
CST2021022540780,Female,34,2022-01-13 11:18:55.146019328
CST2021071442283,Female,39,2022-07-19 05:07:47.436555264
CST2021082828924,Female,38,2024-04-02 03:28:04.437216256
CST2021070531034,Female,38,2023-03-30 15:27:23.267401728
CST2020012033073,Male,39,2023-12-01 15:50:42.539676672
CST2021040125502,Female,36,2022-07-24 15:42:48.843970304
CST2020102432642,Female,44,2022-03-03 17:13:46.426266368
CST2020040635420,Female,38,2024-02-19 14:26:14.839707904
CST2020052414085,Male,46,2022-08-08 22:03:10.989522432
CST2021021022423,Female,43,2022-07-27 11:40:24.026848512
CST2021032232737,Female,38,2023-01-12 17:51:38.705912832
CST2022123144452,Female,34,2023-05-30 12:46:05.796584448
CST2022072517344,Male,41,2023-08-14 21:00:29.413230080
CST2022022839433,Female,40,2024-05-21 08:33:31.822311168
CST2021011333545,Female,36,2023-12-14 16:53:01.961388032
CST2022081129247,Female,34,2023-05-12 03:07:22.527303680
CST2020032419337,Male,38,2022-05-16 18:05:24.108938240
CST202204139161,Female,39,2022-05-09 12:18:36.812100608
CST2021093036611,Female,39,2022-05-04 02:21:28.460232960
CST2021100233802,Female,39,2024-07-18 10:46:59.763091200
CST2021122044055,Male,43,2024-02-04 22:21:50.178307072
CST202207099631,Male,36,2022-03-23 05:36:30.693131520
CST2022062825650,Female,46,2022-10-14 09:59:05.413075200
CST202210219983,Female,32,2022-10-30 16:32:44.032649984
CST2020051930763,Female,36,2022-10-25 03:03:25.737392896
CST2022012826663,Female,34,2022-01-05 18:00:38.761843968
CST2021031629407,Female,39,2023-02-12 02:07:56.757888000
CST202104168110,Female,40,2024-03-18 08:06:30.925325312
CST2021030921850,Female,45,2022-04-13 05:25:55.488252416
CST202011226443,Male,39,2022-03-01 23:27:44.619829504
CST2022090113249,Female,42,2023-09-03 14:02:39.636601856
CST2021031247711,Male,34,2023-12-30 01:15:13.743084288
CST2021062540324,Female,33,2022-08-18 06:27:45.276586496
CST2020062210410,Female,44,2024-05-04 13:16:59.700955648
CST202210145793,Female,42,2023-10-05 11:29:12.516125696
CST202111269847,Female,39,2023-03-26 04:40:50.298075136
CST2021021747746,Female,35,2024-01-24 01:24:36.612119552
CST2020072629539,Male,48,2022-11-02 02:43:45.416090624
CST2021101416468,Male,42,2022-09-12 03:10:54.993262592
CST2022100438704,Female,36,2022-09-04 16:46:01.212252416
CST2022030844276,Female,39,2022-06-23 04:22:03.998356992
CST2020041816151,Female,33,2024-04-07 07:11:31.818545920
CST2021102348374,Female,39,2023-01-05 05:29:17.007356928
CST2020081619025,Female,37,2024-04-03 09:23:35.963750912
CST2022053141140,Male,48,2024-04-12 05:53:16.326039808
CST2020102035242,Male,41,2022-05-04 16:06:45.021869056
CST2021012918314,Male,29,2022-02-07 21:01:19.367818240
CST2021100746421,Female,46,2024-07-01 07:44:46.783166720
CST2022092549589,Male,40,2022-07-18 20:45:13.373245440
CST2021070344869,Male,44,2022-12-26 23:50:19.377533952
CST2020040642113,Female,40,2022-05-03 14:26:31.629059840
CST2020092138039,Female,39,2024-06-10 22:12:00.169416704
CST2020102228657,Male,35,2022-03-27 23:03:28.734102016
CST2020050525232,Female,41,2024-01-31 10:05:26.048478208
CST202110119249,Female,43,2024-03-22 00:05:13.940668928
CST2022090714953,Female,32,2024-05-20 02:07:59.493895168
CST2022110224965,Female,35,2023-03-10 19:21:28.085226496
CST2020010545897,Female,34,2023-06-14 16:11:58.815938816
CST2022041519519,Male,45,2023-04-24 19:30:27.050056704
CST2020081016678,Female,43,2023-05-23 07:32:39.957312256
CST2021013115401,Female,37,2022-08-16 19:46:26.994406656
CST2020101131414,Female,43,2023-06-28 15:18:23.657787392
CST202002247028,Female,33,2022-09-03 04:36:44.771307520
CST2021033147151,Female,40,2023-07-05 11:50:15.780271872
CST2022033147906,Female,42,2024-02-16 02:31:45.912146944
CST2020050338395,Female,36,2022-01-03 18:32:17.977742848
CST202012057324,Female,38,2024-03-24 02:51:17.074864640
CST2020062628772,Female,40,2023-02-24 16:04:38.049857280
CST2020062310708,Female,43,2023-07-29 21:40:01.029324800
CST202109080850,Female,33,2022-08-30 22:08:08.487602688
CST202209017942,Female,38,2024-07-29 19:14:49.739778560
CST2022103024920,Male,35,2023-08-03 09:15:30.288109824
CST2022032613342,Female,41,2024-07-05 11:36:45.625974528
CST2020080447820,Male,37,2023-12-29 18:54:09.044882176
CST2021040331018,Female,42,2024-04-05 04:54:49.511133440
CST2020071142536,Female,33,2022-09-01 12:38:43.831923712
CST2020020748534,Male,37,2023-08-30 20:39:32.632896768
CST202208280910,Female,46,2022-11-30 11:18:33.751048448
CST2022033048093,Female,38,2024-02-10 03:55:01.228164096
CST2022032427969,Female,43,2024-07-08 11:02:03.663427840
CST2022122215262,Female,34,2022-07-21 03:02:48.462651392
CST2020082729409,Male,33,2023-11-25 15:29:51.578501376
CST2020013048810,Female,44,2023-12-03 19:07:35.303001856
CST2020040623352,Female,42,2022-11-26 18:47:33.720855552
CST2021061411054,Female,37,2022-05-15 20:39:15.001059840
CST2020103045350,Female,45,2022-10-28 13:23:00.662168064
CST2022070317766,Male,36,2022-06-07 22:56:27.452840960
CST2020020844509,Male,35,2024-04-12 06:35:15.387627520
CST202111057702,Female,39,2024-02-19 06:00:49.302213376
CST2021043036141,Female,37,2023-12-22 16:56:33.014178304
CST202005089129,Male,34,2023-12-16 10:21:22.062070016
CST2020011520318,Female,38,2023-01-12 13:25:41.936729856
CST2020070347901,Female,39,2024-05-04 09:05:28.772734720
CST202012210194,Female,42,2024-02-03 07:13:32.322630400
CST2020020913205,Female,49,2024-05-03 10:49:04.318115584
CST2022020930963,Female,43,2023-04-16 06:28:17.704605184
CST2020040535146,Male,34,2022-09-25 06:18:48.226795776
CST2021081039313,Female,49,2023-09-03 23:06:37.277835008
CST2020112918313,Female,39,2023-10-05 15:55:29.625554944
CST202209111753,Female,40,2023-10-28 08:44:58.294899712
CST2022120941638,Female,36,2023-01-01 00:12:21.579162624
CST202102281478,Female,38,2023-05-01 17:23:23.667558912
CST2022071039764,Male,38,2022-04-16 02:45:53.016630016
CST2020032633265,Female,41,2023-07-20 07:54:31.469754624
CST202202141835,Female,42,2023-03-14 11:09:03.618474240
CST2021110634730,Female,37,2022-06-29 02:52:56.864422144
CST202112129722,Female,43,2023-04-10 04:23:55.807466240
CST2022101722562,Female,36,2022-11-24 23:08:19.446889472
CST202009119797,Male,43,2023-09-09 14:07:11.168297728
CST2021012848217,Female,36,2024-01-31 14:17:46.977955584
CST2020032435514,Male,34,2023-01-21 17:24:42.328357632
CST2022121012014,Female,37,2024-02-25 08:50:33.344454656
CST2020051417318,Female,38,2022-06-13 19:54:13.730438400
CST2021082235219,Female,35,2023-08-22 21:02:33.403216896
CST2020081722809,Female,37,2023-02-09 10:21:47.013775872
CST2022082147362,Female,36,2022-12-21 10:16:52.362026240
CST2022112431621,Female,39,2022-08-03 23:03:29.869166336
CST2022122134797,Female,41,2022-08-17 05:00:17.978538752
CST2021091845488,Female,38,2023-03-08 16:22:44.776121344
CST2020051221459,Female,35,2024-02-29 19:10:25.853471232
CST2021020522619,Female,37,2023-06-04 11:14:27.520838912
CST202106139232,Female,42,2023-06-24 02:20:47.966343424
CST2021032044377,Female,36,2023-11-03 03:52:40.838126592
CST2021040425046,Female,35,2022-10-02 05:35:33.792770304
CST2022062436463,Male,33,2022-12-25 07:42:03.068815616
CST2021110617687,Female,36,2024-03-09 22:24:45.582311424
CST2022062727449,Female,42,2022-02-18 17:11:35.494135040
CST2020090630222,Female,36,2023-04-29 16:51:36.611486720
CST2022060414934,Female,38,2023-05-20 05:47:03.158285056
CST2022020425151,Female,37,2023-06-05 00:25:53.190302464
CST2021022145341,Female,36,2023-12-19 06:12:58.195923200
CST2020120517212,Female,44,2023-03-02 03:10:10.684862720
CST2021102931553,Female,38,2024-03-05 19:37:23.691994112
CST202003279403,Female,34,2022-11-16 09:55:35.249304064
CST2020103047084,Male,33,2022-11-16 20:02:41.269304320
CST2020050736612,Female,34,2024-06-27 00:53:27.008107776
CST2021030411591,Female,34,2022-11-02 14:49:10.851374336
CST2020123039365,Female,42,2022-06-30 23:10:58.186046976
CST202009099221,Female,38,2023-06-04 18:43:32.987552512
CST2021083044013,Female,39,2024-06-15 23:14:38.042847488
CST2022041418913,Female,38,2024-01-05 01:08:15.692122880
CST2020072630030,Female,38,2023-02-15 20:54:07.689831168
CST2022121111088,Female,42,2023-04-22 11:53:52.597913856
CST2022062610908,Male,42,2024-07-29 00:01:45.436467712
CST2021070849144,Male,45,2023-11-09 04:33:07.365950976
CST2022062627477,Female,35,2022-04-06 04:08:40.580190208
CST2020081027304,Female,37,2023-07-29 10:04:33.117100032
CST2022050112520,Female,39,2024-06-06 09:04:15.022283520
CST2022042348323,Female,45,2022-07-01 20:31:58.695662848
CST2021042624945,Female,36,2023-12-30 18:03:19.701609728
CST202001185579,Female,42,2023-01-26 20:11:18.484794624
CST2022091629019,Male,36,2022-05-16 00:48:34.198170112
CST202101176891,Female,42,2024-02-29 17:13:06.562355968
CST2021011721186,Female,39,2023-08-26 10:45:09.956145664
CST202202210487,Female,34,2022-01-13 00:14:56.811552256
CST2021090614458,Male,38,2024-02-22 15:36:46.708916480
CST2020061231026,Female,41,2023-05-20 17:17:34.709278464
CST2021112821925,Female,27,2023-08-11 21:57:30.945376256
CST2021111326022,Female,42,2023-06-15 15:38:06.864623360
CST2021070632993,Male,33,2023-01-03 16:29:06.802598144
CST2020022445115,Female,38,2022-05-09 03:14:15.403722240
CST2022101831241,Male,38,2023-11-09 04:44:45.949700864
CST2021060548716,Female,28,2023-10-07 06:44:32.996072448
CST2021052620004,Female,36,2024-03-20 09:47:04.780070400
CST2021052429282,Female,40,2023-08-02 23:42:42.152626944
CST2021122747539,Female,46,2022-02-11 16:51:52.161149952
CST2022010940307,Female,42,2023-01-24 04:48:28.617762560
CST202208305429,Male,42,2022-04-09 10:37:18.995508224
CST2022011239125,Female,30,2023-07-17 02:32:12.076793600
CST2021090825767,Female,37,2022-07-11 12:45:59.012129280
CST2020071148601,Female,46,2024-06-07 17:43:04.052972800
CST2020102624909,Female,42,2022-05-27 09:04:41.372875264
CST2022051319801,Female,37,2024-02-24 15:49:25.513404416
CST202212125535,Female,39,2023-07-28 10:46:19.359536128
CST2022041328658,Female,42,2022-10-18 13:18:35.041236992
CST2020092536495,Female,42,2024-01-16 11:37:07.430058496
CST2022051634067,Male,38,2024-06-28 21:44:40.622487040
CST202207082787,Female,38,2022-05-16 22:45:35.682141952
CST2020031440740,Male,40,2024-03-01 17:25:34.701368064
CST2021042741385,Female,42,2024-02-04 13:18:48.224612352
CST2020012635659,Female,37,2023-12-18 03:00:58.481561088
CST2021081926185,Female,31,2022-09-12 21:52:23.559238144
CST2021052342935,Female,38,2023-12-27 22:13:09.311059712
CST202009010282,Male,34,2022-03-16 10:49:18.681544960
CST2021020839939,Female,46,2022-04-10 07:33:05.590863360
CST2021112128825,Female,35,2022-10-17 01:57:05.873116928
CST2022061927589,Male,38,2022-08-31 06:45:34.597503488
CST2020100322348,Female,36,2023-03-25 04:24:52.837838592
CST2022070835513,Female,36,2023-06-17 19:06:25.809825792
CST2020101137928,Female,42,2022-10-11 06:34:46.391497472
CST2021111921516,Male,43,2023-10-18 10:06:06.142513152
CST2022121226488,Female,41,2022-01-07 12:28:25.987584000
CST2021060441797,Female,42,2022-08-04 16:37:09.940680960
CST2021041847557,Female,36,2022-11-29 15:42:13.530888192
CST202202257822,Male,34,2023-01-06 23:54:17.202121216
CST202201110331,Female,36,2022-12-10 01:06:33.490089216
